# race=practice
# car=unknown
# track=unknown
# lane=1
# controller=unknown
# start_epoch=1609459368
# sample_rate_hz=200
t_ms,current_A,track_V,supply_V,marker
7945,-0.27,1.81,9.88,0
7950,-0.27,1.58,9.88,0
7954,-0.37,1.26,9.89,0
7959,-0.37,1.20,9.88,0
7963,-0.24,0.99,9.89,0
7967,-0.17,0.99,9.89,0
7972,-0.33,0.81,9.88,0
7976,-0.30,0.65,9.86,0
7981,-0.11,0.64,9.88,0
7985,-0.08,0.57,9.87,0
7989,-0.11,0.54,9.87,0
7994,-0.27,0.41,9.88,0
7998,-0.04,0.32,9.87,0
8002,-0.11,0.32,9.85,0
8006,-0.11,0.25,9.88,0
8011,-0.17,0.27,9.87,0
8015,-0.04,0.25,9.88,0
8020,-0.01,0.21,9.88,0
8025,-0.01,0.17,9.88,0
8030,-0.01,0.14,9.88,0
8035,0.02,0.11,9.89,0
8039,0.05,0.06,9.88,0
8043,-0.04,0.06,9.85,0
8048,-0.11,0.06,9.88,0
8053,-0.08,0.06,9.87,0
8058,-0.08,0.06,9.88,0
8062,-0.01,0.06,9.85,0
8066,-0.04,0.06,9.88,0
8071,0.05,0.06,9.88,0
8075,-0.01,0.06,9.85,0
8080,0.02,0.06,9.88,0
8084,-0.14,0.06,9.86,0
8088,-0.04,0.06,9.88,0
8093,-0.01,0.06,9.88,0
8097,-0.04,0.06,9.89,0
8102,-0.01,0.06,9.88,0
8106,0.08,0.06,9.86,0
8111,-0.04,0.06,9.86,0
8116,-0.17,0.06,9.88,0
8120,-0.04,0.06,9.88,0
8125,-0.01,0.06,9.88,0
8129,-0.04,0.06,9.88,0
8133,0.02,0.06,9.88,0
8138,-0.21,0.06,9.88,0
8143,0.02,0.06,9.87,0
8147,0.05,0.06,9.87,0
8151,0.02,0.06,9.89,0
8155,0.02,0.06,9.85,0
8160,0.02,0.06,9.88,0
8165,-0.04,0.06,9.88,0
8169,0.02,0.06,9.89,0
8174,-0.04,0.06,9.86,0
8178,0.05,0.06,9.88,0
8183,0.02,0.06,9.87,0
8187,0.08,0.06,9.88,0
8192,-0.01,0.06,9.88,0
8196,-0.11,0.06,9.87,0
8200,-0.01,0.06,9.88,0
8204,-0.01,0.06,9.89,0
8209,-0.01,0.06,9.88,0
8214,0.05,0.06,9.87,0
8218,-0.17,0.06,9.87,0
8223,0.08,0.06,9.88,0
8227,-0.17,0.06,9.86,0
8232,0.02,0.06,9.85,0
8236,-0.11,0.06,9.88,0
8240,0.15,0.06,9.88,0
8245,-0.01,0.06,9.88,0
8249,-0.14,0.06,9.88,0
8254,0.02,0.06,9.89,0
8258,0.02,0.06,9.88,0
8263,-0.11,0.06,9.88,0
8267,-0.01,0.06,9.86,0
8271,-0.04,0.06,9.88,0
8276,-0.17,0.06,9.90,0
8280,-0.08,0.06,9.87,0
8284,0.02,0.06,9.88,0
8288,-0.04,0.07,9.85,0
8293,-0.11,0.06,9.88,0
8298,0.05,0.06,9.89,0
8302,0.05,0.06,9.89,0
8307,0.08,0.06,9.87,0
8311,-0.04,0.06,9.88,0
8316,0.08,0.06,9.88,0
8320,0.05,0.06,9.88,0
8324,-0.01,0.06,9.87,0
8328,-0.01,0.06,9.88,0
8332,0.05,0.06,9.88,0
8337,-0.04,0.06,9.88,0
8341,-0.08,0.06,9.89,0
8346,-0.08,0.06,9.87,0
8352,0.02,0.06,9.89,0
8397,0.05,0.06,9.87,0
8397,0.05,0.06,9.88,0
8404,0.15,0.06,9.87,0
8406,0.02,0.06,9.87,0
8411,-0.04,0.06,9.88,0
8415,-0.11,0.06,9.85,0
8419,0.05,0.06,9.88,0
8424,-0.11,0.06,9.86,0
8429,0.02,0.06,9.88,0
8434,-0.08,0.06,9.87,0
8438,-0.08,0.06,9.88,0
8443,-0.11,0.06,9.90,0
8447,-0.01,0.06,9.88,0
8452,0.05,0.06,9.88,0
8457,0.02,0.06,9.88,0
8462,-0.08,0.06,9.88,0
8466,-0.01,0.05,9.87,0
8471,-0.11,0.06,9.88,0
8475,-0.01,0.06,9.88,0
8480,-0.01,0.06,9.85,0
8485,0.02,0.06,9.87,0
8489,0.02,0.06,9.90,0
8493,-0.01,0.05,9.86,0
8497,-0.04,0.06,9.86,0
8502,-0.11,0.06,9.86,0
8506,0.02,0.06,9.88,0
8510,-0.08,0.06,9.88,0
8514,-0.04,0.06,9.86,0
8519,-0.11,0.06,9.88,0
8524,-0.08,0.06,9.89,0
8528,-0.11,0.06,9.86,0
8532,-0.04,0.06,9.86,0
8536,-0.04,0.06,9.88,0
8541,-0.17,0.06,9.88,0
8545,0.15,0.06,9.88,0
8549,0.05,0.06,9.86,0
8554,-0.17,0.06,9.88,0
8558,0.02,0.06,9.88,0
8563,-0.14,0.06,9.90,0
8567,-0.04,0.06,9.89,0
8571,-0.08,0.06,9.88,0
8576,0.18,0.06,9.88,0
8580,-0.08,0.06,9.88,0
8584,-0.01,0.06,9.86,0
8589,-0.04,0.06,9.88,0
8594,-0.14,0.06,9.88,0
8598,0.05,0.06,9.87,0
8603,0.05,0.06,9.89,0
8607,-0.04,0.06,9.85,0
8612,-0.24,0.06,9.89,0
8616,0.02,0.06,9.88,0
8621,-0.01,0.06,9.87,0
8626,0.05,0.06,9.88,0
8630,0.08,0.06,9.89,0
8635,-0.01,0.06,9.88,0
8639,0.02,0.06,9.88,0
8643,0.08,0.06,9.86,0
8648,-0.04,0.06,9.87,0
8652,-0.17,0.06,9.85,0
8657,-0.01,0.06,9.88,0
8662,-0.11,0.06,9.90,0
8666,-0.04,0.06,9.88,0
8671,-0.08,0.06,9.88,0
8675,0.02,0.06,9.88,0
8680,-0.11,0.06,9.88,0
8685,-0.01,0.06,9.88,0
8689,-0.11,0.06,9.90,0
8694,0.02,0.06,9.87,0
8699,0.05,0.06,9.88,0
8704,-0.04,0.06,9.88,0
8708,-0.04,0.06,9.86,0
8713,-0.08,0.06,9.90,0
8717,-0.08,0.06,9.86,0
8721,0.05,0.06,9.88,0
8726,-0.01,0.06,9.90,0
8730,-0.01,0.06,9.88,0
8737,0.05,0.06,9.88,0
8739,0.05,0.06,9.88,0
8743,0.02,0.06,9.89,0
8748,-0.17,0.06,9.88,0
8753,-0.01,0.06,9.88,0
8758,-0.11,0.06,9.88,0
8762,-0.04,0.06,9.88,0
8766,-0.17,0.06,9.90,0
8771,-0.14,0.06,9.89,0
8775,-0.04,0.06,9.87,0
8780,0.05,0.06,9.88,0
8784,0.02,0.06,9.88,0
8788,0.02,0.06,9.89,0
8793,-0.11,0.06,9.87,0
8797,0.08,0.06,9.87,0
8802,0.18,0.06,9.88,0
8807,0.02,0.06,9.88,0
8811,0.02,0.06,9.86,0
8816,-0.14,0.06,9.89,0
8820,0.02,0.06,9.88,0
8825,-0.01,0.06,9.88,0
8829,0.05,0.06,9.88,0
8833,0.02,0.06,9.87,0
8838,-0.21,0.06,9.90,0
8875,-0.17,0.06,9.89,0
8879,-0.11,0.06,9.89,0
8919,0.02,0.06,9.88,0
8919,0.02,0.06,9.88,0
8926,-0.08,0.06,9.86,0
8928,-0.04,0.06,9.88,0
8933,-0.04,0.06,9.89,0
8937,-0.11,0.06,9.89,0
8942,-0.11,0.06,9.89,0
8947,-0.08,0.06,9.87,0
8951,-0.11,0.06,9.88,0
8955,-0.01,0.06,9.86,0
8960,-0.04,0.06,9.88,0
8965,-0.11,0.06,9.88,0
8970,0.05,0.06,9.89,0
8975,-0.11,0.06,9.88,0
8979,-0.01,0.06,9.88,0
8984,-0.17,0.06,9.87,0
8989,-0.01,0.06,9.87,0
8993,0.08,0.05,9.88,0
8997,0.15,0.06,9.86,0
9002,0.05,0.06,9.88,0
9006,-0.04,0.06,9.87,0
9011,-0.01,0.06,9.88,0
9015,-0.14,0.06,9.89,0
9020,-0.21,0.06,9.88,0
9025,0.05,0.06,9.89,0
9029,-0.01,0.06,9.87,0
9034,0.05,0.06,9.87,0
9038,-0.01,0.06,9.88,0
9042,-0.11,0.06,9.88,0
9047,-0.04,0.06,9.88,0
9051,-0.08,0.06,9.88,0
9055,0.05,0.06,9.88,0
9060,-0.01,0.06,9.88,0
9064,-0.01,0.06,9.87,0
9068,-0.08,0.06,9.87,0
9072,0.05,0.06,9.87,0
9076,0.05,0.06,9.87,0
9081,-0.01,0.06,9.89,0
9086,0.05,0.05,9.90,0
9091,0.02,0.06,9.88,0
9096,-0.17,0.06,9.87,0
9100,-0.04,0.06,9.88,0
9105,-0.04,0.06,9.90,0
9109,-0.08,0.06,9.89,0
9113,0.05,0.06,9.88,0
9118,-0.01,0.06,9.87,0
9122,-0.04,0.06,9.88,0
9127,-0.17,0.06,9.88,0
9132,-0.11,0.06,9.87,0
9136,0.02,0.06,9.86,0
9141,0.02,0.06,9.88,0
9145,0.02,0.06,9.86,0
9149,-0.11,0.06,9.87,0
9154,-0.14,0.06,9.87,0
9159,-0.04,0.06,9.88,0
9164,0.02,0.06,9.88,0
9168,-0.04,0.06,9.89,0
9173,0.02,0.06,9.88,0
9178,-0.11,0.06,9.89,0
9182,-0.01,0.06,9.88,0
9186,-0.14,0.06,9.88,0
9190,0.02,0.06,9.87,0
9195,-0.17,0.06,9.87,0
9199,-0.04,0.06,9.89,0
9204,0.02,0.06,9.88,0
9209,-0.11,0.06,9.89,0
9213,0.05,0.06,9.88,0
9218,0.02,0.06,9.89,0
9222,-0.14,0.06,9.88,0
9227,-0.01,0.06,9.88,0
9231,0.08,0.06,9.89,0
9235,0.05,0.06,9.87,0
9240,0.18,0.06,9.89,0
9244,-0.01,0.06,9.88,0
9248,0.08,0.06,9.88,0
9252,-0.01,0.06,9.88,0
9257,-0.21,0.06,9.87,0
9261,0.08,0.06,9.86,0
9266,0.05,0.06,9.88,0
9270,0.08,0.06,9.88,0
9275,0.02,0.06,9.88,0
9279,-0.11,0.06,9.88,0
9284,0.05,0.06,9.89,0
9289,0.02,0.06,9.86,0
9293,-0.01,0.06,9.89,0
9298,-0.04,0.06,9.88,0
9303,0.02,0.06,9.88,0
9308,-0.08,0.06,9.88,0
9312,0.02,0.06,9.88,0
9316,-0.04,0.06,9.88,0
9321,0.02,0.06,9.88,0
9326,0.05,0.06,9.89,0
9330,-0.11,0.06,9.89,0
9334,0.05,0.06,9.87,0
9339,-0.01,0.06,9.88,0
9343,-0.17,0.06,9.85,0
9348,-0.01,0.06,9.89,0
9353,-0.01,0.06,9.86,0
9357,0.02,0.06,9.89,0
9400,-0.04,0.06,9.89,0
9400,0.02,0.06,9.85,0
9407,-0.01,0.06,9.86,0
9409,-0.17,0.06,9.88,0
9414,0.21,0.06,9.88,0
9418,-0.17,0.06,9.88,0
9423,-0.01,0.06,9.90,0
9427,0.05,0.06,9.88,0
9432,-0.01,0.06,9.90,0
9439,-0.11,0.06,9.88,0
9441,-0.11,0.06,9.89,0
9445,-0.01,0.06,9.90,0
9450,0.08,0.06,9.88,0
9454,0.02,0.06,9.88,0
9459,-0.01,0.05,9.85,0
9463,0.05,0.06,9.88,0
9468,0.02,0.06,9.88,0
9472,0.02,0.06,9.89,0
9476,-0.01,0.06,9.88,0
9480,0.02,0.06,9.90,0
9485,-0.14,0.06,9.87,0
9490,0.02,0.06,9.85,0
9494,0.05,0.06,9.87,0
9498,0.05,0.06,9.87,0
9502,-0.01,0.06,9.88,0
9506,0.02,0.06,9.87,0
9511,0.02,0.06,9.87,0
9515,0.05,0.06,9.89,0
9520,-0.08,0.06,9.88,0
9524,-0.01,0.06,9.88,0
9528,0.02,0.06,9.85,0
9533,0.05,0.06,9.88,0
9538,0.15,0.06,9.86,0
9542,0.05,0.06,9.86,0
9546,-0.14,0.06,9.87,0
9551,0.05,0.06,9.89,0
9555,0.02,0.06,9.87,0
9560,0.02,0.06,9.88,0
9564,-0.08,0.06,9.88,0
9569,0.08,0.06,9.88,0
9574,-0.01,0.06,9.86,0
9578,0.05,0.06,9.87,0
9583,-0.01,0.05,9.88,0
9587,0.02,0.06,9.88,0
9591,0.12,0.06,9.87,0
9596,-0.04,0.06,9.88,0
9601,0.02,0.06,9.85,0
9605,0.18,0.06,9.87,0
9609,0.08,0.06,9.88,0
9613,0.05,0.06,9.87,0
9618,-0.04,0.06,9.88,0
9623,-0.04,0.06,9.88,0
9628,-0.04,0.06,9.88,0
9633,0.02,0.06,9.88,0
9637,-0.01,0.06,9.86,0
9642,0.02,0.06,9.88,0
9646,-0.01,0.06,9.88,0
9650,0.02,0.06,9.86,0
9655,-0.04,0.06,9.89,0
9660,-0.04,0.06,9.89,0
9665,0.02,0.06,9.85,0
9669,-0.01,0.06,9.88,0
9674,0.12,0.06,9.88,0
9678,-0.11,0.06,9.90,0
9682,0.08,0.06,9.88,0
9687,0.08,0.06,9.88,0
9691,-0.04,0.06,9.89,0
9695,0.05,0.06,9.88,0
9700,-0.08,0.06,9.87,0
9704,-0.11,0.06,9.90,0
9708,-0.08,0.06,9.88,0
9713,-0.04,0.06,9.88,0
9717,-0.17,0.06,9.89,0
9722,0.02,0.06,9.87,0
9726,-0.04,0.05,9.88,0
9731,-0.01,0.06,9.88,0
9736,0.05,0.06,9.88,0
9741,-0.01,0.06,9.89,0
9745,-0.14,0.06,9.89,0
9750,0.02,0.06,9.87,0
9755,0.02,0.06,9.87,0
9759,0.02,0.06,9.89,0
9763,-0.01,0.06,9.87,0
9767,-0.04,0.06,9.88,0
9772,0.05,0.06,9.88,0
9776,-0.11,0.06,9.88,0
9780,-0.08,0.06,9.86,0
9785,-0.04,0.06,9.88,0
9789,-0.08,0.06,9.87,0
9793,-0.08,0.06,9.88,0
9797,-0.11,0.06,9.88,0
9801,-0.21,0.06,9.88,0
9805,0.08,0.06,9.89,0
9810,0.05,0.06,9.88,0
9815,0.02,0.06,9.88,0
9819,-0.01,0.06,9.88,0
9824,-0.04,0.06,9.87,0
9828,0.05,0.06,9.88,0
9834,0.02,0.06,9.89,0
9838,0.02,0.06,9.89,0
9887,-0.11,0.06,9.87,0
9894,-0.01,0.06,9.87,0
9896,-0.01,0.06,9.89,0
9902,-0.08,0.06,9.88,0
9905,0.05,0.06,9.88,0
9910,0.18,0.06,9.87,0
9914,0.02,0.06,9.88,0
9918,-0.14,0.06,9.88,0
9922,0.05,0.06,9.88,0
9927,-0.11,0.06,9.87,0
9969,0.05,0.06,9.88,0
9969,0.05,0.06,9.86,0
9974,-0.11,0.06,9.88,0
9979,-0.11,0.06,9.88,0
9984,-0.11,0.06,9.88,0
9988,-0.08,0.06,9.88,0
9992,0.08,0.06,9.88,0
9996,-0.01,0.06,9.89,0
10000,0.05,0.06,9.88,0
10004,0.02,0.06,9.85,0
10009,0.21,0.06,9.87,0
10013,-0.01,0.06,9.89,0
10018,-0.01,0.06,9.85,0
10022,-0.08,0.06,9.86,0
10026,-0.14,0.06,9.86,0
10030,0.21,0.06,9.89,0
10035,-0.11,0.06,9.86,0
10039,-0.11,0.06,9.85,0
10043,0.15,0.06,9.88,0
10048,0.02,0.06,9.88,0
10053,-0.14,0.06,9.87,0
10057,0.05,0.06,9.89,0
10102,-0.08,0.06,9.88,0
10102,-0.04,0.06,9.90,0
10107,0.02,0.06,9.89,0
10112,0.02,0.06,9.89,0
10116,-0.01,0.06,9.88,0
10120,0.05,0.06,9.88,0
10125,0.15,0.06,9.85,0
10129,-0.11,0.06,9.86,0
10134,0.05,0.06,9.88,0
10138,-0.17,0.06,9.86,0
10143,-0.17,0.06,9.88,0
10147,-0.04,0.06,9.86,0
10152,0.05,0.06,9.86,0
10156,0.08,0.06,9.88,0
10161,-0.14,0.06,9.88,0
10165,0.05,0.05,9.89,0
10170,-0.11,0.06,9.85,0
10175,-0.01,0.06,9.86,0
10180,-0.01,0.06,9.88,0
10184,0.05,0.06,9.88,0
10188,0.05,0.06,9.88,0
10193,0.15,0.06,9.89,0
10197,-0.11,0.06,9.88,0
10202,0.05,0.06,9.88,0
10207,-0.11,0.06,9.89,0
10211,-0.11,0.06,9.89,0
10216,0.05,0.06,9.89,0
10220,0.08,0.06,9.87,0
10225,0.02,0.06,9.89,0
10230,0.05,0.06,9.88,0
10234,-0.11,0.06,9.88,0
10239,-0.01,0.06,9.86,0
10244,0.05,0.06,9.87,0
10248,-0.08,0.06,9.88,0
10253,-0.08,0.06,9.88,0
10257,0.02,0.06,9.88,0
10262,0.05,0.06,9.89,0
10267,-0.08,0.06,9.88,0
10271,0.02,0.06,9.88,0
10275,-0.04,0.06,9.88,0
10280,0.05,0.06,9.87,0
10284,-0.08,0.06,9.88,0
10289,-0.01,0.06,9.87,0
10293,-0.11,0.06,9.89,0
10297,-0.01,0.06,9.88,0
10302,0.08,0.06,9.87,0
10306,-0.11,0.06,9.88,0
10311,0.02,0.05,9.87,0
10315,0.02,0.06,9.88,0
10320,-0.11,0.06,9.89,0
10324,-0.01,0.05,9.85,0
10328,-0.11,0.06,9.87,0
10333,0.08,0.07,9.88,0
10338,0.02,0.06,9.88,0
10342,-0.04,0.06,9.90,0
10347,-0.08,0.06,9.85,0
10351,-0.01,0.06,9.87,0
10356,-0.11,0.06,9.88,0
10361,0.02,0.06,9.87,0
10365,0.05,0.06,9.87,0
10369,0.02,0.06,9.88,0
10374,-0.08,0.06,9.89,0
10378,-0.11,0.06,9.88,0
10382,-0.04,0.06,9.88,0
10387,0.05,0.06,9.86,0
10391,0.05,0.06,9.88,0
10396,0.15,0.06,9.89,0
10400,-0.01,0.06,9.88,0
10405,-0.11,0.06,9.88,0
10441,-0.01,0.06,9.88,0
10446,-0.17,0.06,9.87,0
10450,0.02,0.06,9.88,0
10455,-0.14,0.06,9.90,0
10459,0.08,0.06,9.88,0
10463,-0.04,0.06,9.88,0
10468,0.08,0.06,9.89,0
10472,0.08,0.05,9.86,0
10476,-0.01,0.05,9.88,0
10481,-0.11,0.06,9.88,0
10486,-0.01,0.06,9.88,0
10490,-0.11,0.06,9.88,0
10494,-0.04,0.06,9.87,0
10499,-0.04,0.06,9.89,0
10504,-0.11,0.06,9.88,0
10509,0.05,0.06,9.87,0
10513,-0.04,0.06,9.88,0
10518,-0.11,0.06,9.89,0
10523,-0.11,0.06,9.89,0
10527,-0.17,0.06,9.88,0
10531,0.08,0.06,9.87,0
10536,0.02,0.06,9.86,0
10540,-0.14,0.06,9.87,0
10545,-0.04,0.06,9.88,0
10550,-0.17,0.06,9.85,0
10554,-0.01,0.06,9.88,0
10559,-0.11,0.06,9.88,0
10563,0.05,0.06,9.88,0
10567,-0.01,0.06,9.85,0
10572,-0.01,0.06,9.87,0
10576,-0.11,0.06,9.87,0
10581,0.02,0.06,9.87,0
10585,0.02,0.06,9.88,0
10590,0.05,0.06,9.86,0
10594,-0.11,0.06,9.88,0
10599,-0.04,0.06,9.88,0
10604,-0.11,0.06,9.85,0
10608,0.08,0.06,9.88,0
10613,-0.04,0.06,9.87,0
10617,-0.01,0.06,9.87,0
10621,0.02,0.06,9.89,0
10626,-0.11,0.06,9.86,0
10630,-0.04,0.06,9.88,0
10635,0.05,0.06,9.89,0
10639,0.02,0.06,9.88,0
10643,-0.01,0.06,9.87,0
10648,0.05,0.06,9.88,0
10653,0.15,0.06,9.85,0
10657,-0.04,0.06,9.89,0
10662,0.02,0.06,9.88,0
10666,-0.14,0.06,9.86,0
10671,0.02,0.06,9.88,0
10675,-0.04,0.06,9.88,0
10679,-0.11,0.06,9.88,0
10683,0.05,0.06,9.88,0
10687,0.02,0.06,9.88,0
10692,0.05,0.06,9.85,0
10697,0.12,0.05,9.89,0
10702,0.02,0.06,9.86,0
10706,0.02,0.06,9.87,0
10710,-0.11,0.06,9.86,0
10715,-0.01,0.06,9.88,0
10720,-0.01,0.06,9.89,0
10724,0.02,0.06,9.89,0
10729,0.02,0.06,9.88,0
10733,0.02,0.06,9.90,0
10737,-0.08,0.06,9.87,0
10742,-0.04,0.06,9.88,0
10747,0.02,0.06,9.88,0
10751,-0.11,0.06,9.87,0
10755,0.02,0.06,9.88,0
10759,0.05,0.06,9.87,0
10764,0.02,0.06,9.86,0
10768,-0.17,0.06,9.87,0
10772,-0.08,0.06,9.89,0
10777,-0.14,0.06,9.89,0
10781,-0.08,0.06,9.88,0
10785,0.05,0.06,9.88,0
10790,-0.04,0.06,9.88,0
10794,-0.11,0.06,9.89,0
10798,-0.11,0.06,9.88,0
10803,-0.17,0.06,9.89,0
10807,0.02,0.06,9.86,0
10812,-0.11,0.06,9.86,0
10817,-0.01,0.06,9.89,0
10822,-0.17,0.06,9.88,0
10826,-0.11,0.06,9.88,0
10830,-0.01,0.06,9.88,0
10835,0.02,0.06,9.88,0
10840,0.05,0.06,9.86,0
10844,0.05,0.06,9.88,0
10848,0.05,0.06,9.85,0
10853,-0.01,0.06,9.88,0
10857,-0.04,0.06,9.88,0
10862,-0.01,0.06,9.88,0
10866,0.02,0.06,9.87,0
10871,-0.04,0.06,9.89,0
10876,0.05,0.06,9.88,0
10880,-0.11,0.06,9.85,0
10922,0.02,0.06,9.88,0
10922,-0.01,0.06,9.88,0
10929,-0.01,0.06,9.87,0
10931,-0.17,0.06,9.90,0
10936,0.02,0.06,9.88,0
10940,0.02,0.06,9.89,0
10944,-0.01,0.06,9.90,0
10949,-0.04,0.07,9.89,0
10954,-0.08,0.06,9.88,0
10959,-0.04,0.06,9.88,0
10963,-0.17,0.06,9.89,0
10967,0.02,0.06,9.88,0
10972,-0.14,0.06,9.87,0
10976,0.02,0.06,9.87,0
10980,0.02,0.06,9.86,0
10984,-0.01,0.06,9.88,0
10989,-0.08,0.06,9.89,0
10993,0.02,0.06,9.87,0
10998,-0.01,0.06,9.88,0
11003,0.05,0.06,9.86,0
11008,0.05,0.06,9.88,0
11013,-0.14,0.05,9.87,0
11017,0.02,0.06,9.85,0
11022,-0.01,0.06,9.86,0
11026,-0.04,0.06,9.88,0
11030,-0.08,0.06,9.87,0
11034,-0.11,0.06,9.88,0
11039,-0.04,0.06,9.86,0
11043,-0.14,0.06,9.88,0
11048,0.05,0.06,9.88,0
11052,-0.14,0.06,9.87,0
11057,-0.04,0.06,9.87,0
11061,0.08,0.06,9.88,0
11066,-0.14,0.06,9.88,0
11070,-0.01,0.06,9.88,0
11075,-0.04,0.06,9.89,0
11079,-0.11,0.06,9.89,0
11084,0.05,0.06,9.88,0
11088,-0.04,0.06,9.89,0
11093,-0.11,0.06,9.88,0
11097,-0.08,0.06,9.88,0
11102,0.08,0.06,9.88,0
11106,0.05,0.06,9.88,0
11111,-0.11,0.06,9.88,0
11115,-0.14,0.06,9.88,0
11120,-0.04,0.06,9.88,0
11124,-0.11,0.06,9.87,0
11129,-0.11,0.06,9.86,0
11134,0.02,0.06,9.88,0
11139,0.05,0.06,9.88,0
11143,0.05,0.06,9.89,0
11147,-0.01,0.06,9.88,0
11152,0.02,0.06,9.88,0
11156,0.02,0.06,9.88,0
11161,0.02,0.06,9.86,0
11165,0.05,0.06,9.88,0
11169,-0.04,0.06,9.86,0
11174,-0.11,0.06,9.86,0
11178,-0.01,0.06,9.89,0
11183,0.05,0.06,9.87,0
11188,-0.01,0.06,9.88,0
11192,-0.11,0.06,9.88,0
11197,-0.04,0.06,9.89,0
11201,0.02,0.06,9.90,0
11206,-0.01,0.06,9.89,0
11211,0.08,0.06,9.86,0
11216,-0.01,0.06,9.85,0
11220,-0.01,0.06,9.88,0
11225,-0.04,0.06,9.89,0
11230,-0.01,0.06,9.87,0
11235,0.08,0.06,9.86,0
11239,-0.11,0.06,9.85,0
11243,-0.08,0.06,9.88,0
11247,-0.14,0.06,9.89,0
11252,0.02,0.06,9.89,0
11257,-0.11,0.06,9.90,0
11261,-0.01,0.06,9.88,0
11266,0.05,0.06,9.88,0
11270,-0.08,0.06,9.89,0
11275,-0.04,0.06,9.87,0
11279,-0.01,0.06,9.89,0
11284,-0.11,0.06,9.89,0
11288,,0.06,9.88,1
11288,-0.01,0.06,9.88,0
11293,-0.01,0.06,9.88,0
11297,-0.08,0.06,9.89,0
11303,-0.01,0.06,9.88,0
11306,0.02,0.06,9.86,0
11311,0.05,0.06,9.86,0
11315,0.02,0.06,9.89,0
11320,-0.04,0.06,9.87,0
11324,0.02,0.06,9.88,0
11328,0.05,0.06,9.88,0
11332,-0.04,0.06,9.85,0
11337,0.02,0.06,9.88,0
11342,-0.01,0.06,9.89,0
11346,0.02,0.06,9.88,0
11350,0.15,0.06,9.88,0
11355,-0.08,0.06,9.89,0
11359,0.18,0.06,9.88,0
11411,0.02,0.06,9.87,0
11411,0.05,0.06,9.88,0
11416,0.05,0.06,9.85,0
11421,0.15,0.06,9.88,0
11427,-0.01,0.06,9.88,0
11430,-0.01,0.06,9.88,0
11434,-0.11,0.06,9.89,0
11439,-0.11,0.06,9.88,0
11444,0.02,0.06,9.88,0
11448,-0.17,0.06,9.89,0
11452,-0.14,0.06,9.88,0
11457,0.05,0.06,9.89,0
11461,-0.11,0.06,9.88,0
11466,-0.04,0.06,9.85,0
11470,-0.01,0.06,9.85,0
11475,-0.11,0.06,9.88,0
11479,-0.11,0.06,9.90,0
11484,-0.14,0.06,9.88,0
11488,0.02,0.06,9.88,0
11492,-0.08,0.06,9.88,0
11497,-0.08,0.06,9.86,0
11502,0.05,0.06,9.88,0
11506,-0.08,0.06,9.87,0
11510,-0.08,0.06,9.85,0
11514,-0.11,0.06,9.87,0
11519,-0.11,0.06,9.89,0
11523,-0.21,0.06,9.88,0
11527,0.02,0.06,9.88,0
11532,0.05,0.06,9.88,0
11537,0.02,0.05,9.88,0
11541,0.02,0.06,9.88,0
11546,0.05,0.06,9.88,0
11551,0.15,0.06,9.87,0
11555,-0.17,0.06,9.88,0
11560,0.15,0.06,9.86,0
11564,-0.04,0.06,9.88,0
11568,-0.08,0.06,9.85,0
11573,-0.17,0.06,9.85,0
11577,-0.08,0.06,9.88,0
11582,-0.08,0.06,9.88,0
11587,0.15,0.06,9.87,0
11591,-0.08,0.06,9.87,0
11596,-0.08,0.06,9.86,0
11600,-0.01,0.06,9.88,0
11605,0.02,0.06,9.86,0
11609,0.08,0.06,9.86,0
11614,0.05,0.06,9.88,0
11619,-0.01,0.06,9.88,0
11623,0.02,0.06,9.87,0
11628,-0.14,0.06,9.88,0
11633,0.02,0.06,9.88,0
11637,-0.01,0.06,9.89,0
11642,0.02,0.06,9.85,0
11646,-0.14,0.06,9.86,0
11651,-0.01,0.06,9.87,0
11656,-0.11,0.06,9.88,0
11660,0.02,0.06,9.89,0
11664,-0.01,0.06,9.88,0
11668,0.02,0.06,9.88,0
11673,0.05,0.06,9.88,0
11677,-0.01,0.05,9.88,0
11682,0.05,0.06,9.88,0
11686,-0.04,0.05,9.88,0
11690,-0.01,0.06,9.88,0
11694,-0.01,0.06,9.88,0
11699,-0.01,0.06,9.89,0
11703,-0.04,0.06,9.88,0
11708,-0.01,0.06,9.89,0
11712,0.05,0.06,9.86,0
11717,-0.11,0.06,9.87,0
11721,-0.04,0.06,9.89,0
11726,-0.01,0.06,9.88,0
11731,-0.04,0.06,9.86,0
11736,0.05,0.06,9.88,0
11741,-0.01,0.06,9.85,0
11745,0.05,0.06,9.88,0
11749,-0.11,0.06,9.89,0
11754,-0.17,0.06,9.87,0
11758,-0.17,0.06,9.88,0
11763,-0.01,0.06,9.87,0
11768,-0.08,0.06,9.88,0
11773,-0.14,0.06,9.87,0
11777,-0.04,0.06,9.86,0
11782,0.02,0.06,9.87,0
11786,-0.11,0.06,9.89,0
11790,0.08,0.06,9.89,0
11795,-0.01,0.06,9.86,0
11799,-0.14,0.06,9.87,0
11803,-0.04,0.06,9.87,0
11808,-0.11,0.05,9.88,0
11813,0.05,0.06,9.88,0
11817,0.02,0.06,9.88,0
11822,0.02,0.06,9.89,0
11826,-0.14,0.06,9.88,0
11830,-0.08,0.06,9.87,0
11835,-0.11,0.06,9.88,0
11840,0.02,0.06,9.87,0
11844,0.05,0.06,9.90,0
